ImageNumber,DICE,,,,,,,
00012001.jpg,0.3691523077,,,,0.357426317,,272,272
00012002.jpg,0.4357089251,,,,0.1619122019,,459,187
00012003.jpg,0.1031473155,,,,,,635,176
00012004.jpg,0.2852848101,,,,,,876,241
00012005.jpg,0.0701334059,,,,,,1968,1092
00012008.jpg,0.4117356705,,,,,,2085,117
00012010.jpg,0.469139924,,,,,,2108,23
00012011.jpg,0.4775612449,,,,,,2116,8
00012012.jpg,0.1368639945,,,,,,2119,3
00012013.jpg,0.4836852207,,,,,,2119,0
00012014.jpg,0.4694464594,,,,,,,
00012016.jpg,0.0658145856,,,,,,,
00012017.jpg,0.4830645417,,,,,,,
00012018.jpg,0.0168810895,,,,,,,
00012020.jpg,0.0588907222,,,,,,,
00012022.jpg,0.4681660392,,,,,,,
00012023.jpg,0.4324297635,,,,,,,
00012024.jpg,0.165316426,,,,,,,
00012025.jpg,0.0236352547,,,,,,,
00012026.jpg,0.1887417219,,,,,,,
00012028.jpg,0.5442421735,,,,,,,
00012030.jpg,0.51382816,,,,,,,
00012032.jpg,0.2411876451,,,,,,,
00012033.jpg,0.2800708592,,,,,,,
00012034.jpg,0.1319622017,,,,,,,
00012036.jpg,0.0018880111,,,,,,,
00012037.jpg,0.4507839517,,,,,,,
00012038.jpg,0.4999112409,,,,,,,
00012039.jpg,0.2316683364,,,,,,,
00012040.jpg,0.2890691025,,,,,,,
00012042.jpg,0.0669812757,,,,,,,
00012044.jpg,0.4760134325,,,,,,,
00012045.jpg,0.2480035314,,,,,,,
00012048.jpg,0.3304918033,,,,,,,
00012050.jpg,0.4719087563,,,,,,,
00012052.jpg,0.4263754045,,,,,,,
00012053.jpg,0.0268352968,,,,,,,
00012054.jpg,0.5646593145,,,,,,,
00012055.jpg,0.4047872318,,,,,,,
00012056.jpg,0.3118415508,,,,,,,
00012057.jpg,0.4766366491,,,,,,,
00012058.jpg,0.0330751674,,,,,,,
00012059.jpg,0.0254237288,,,,,,,
00012060.jpg,0.3252302061,,,,,,,
00012061.jpg,0.4554744526,,,,,,,
00012062.jpg,0.4548139398,,,,,,,
00012064.jpg,0.0412647374,,,,,,,
00012065.jpg,0.0050434295,,,,,,,
00012067.jpg,0.2924551063,,,,,,,
00012069.jpg,0.4007685973,,,,,,,
00012071.jpg,0.4176278872,,,,,,,
00012072.jpg,0.6245547675,,,,,,,
00012073.jpg,0.44124857,,,,,,,
00012074.jpg,0.4818557889,,,,,,,
00012075.jpg,0.4692316032,,,,,,,
00012076.jpg,0.4727396527,,,,,,,
00012077.jpg,0.4768598813,,,,,,,
00012078.jpg,0.3728742804,,,,,,,
00012080.jpg,0.3143643666,,,,,,,
00012081.jpg,0.4508779443,,,,,,,
00012082.jpg,0.4494019341,,,,,,,
00012083.jpg,0.1074766355,,,,,,,
00012087.jpg,0.0031484452,,,,,,,
00012088.jpg,0.4039067778,,,,,,,
00012090.jpg,0.4798681014,,,,,,,
00012091.jpg,0.4832500997,,,,,,,
00012092.jpg,0.4772685855,,,,,,,
00012094.jpg,0.468405431,,,,,,,
00012096.jpg,0.4785399489,,,,,,,
00012097.jpg,0.0347002184,,,,,,,
00012099.jpg,0.0225712141,,,,,,,
00012101.jpg,0.4731282398,,,,,,,
00012102.jpg,0.4555025679,,,,,,,
00012103.jpg,0.4030526339,,,,,,,
00012105.jpg,0.4464501773,,,,,,,
00012106.jpg,0.4897763272,,,,,,,
00012107.jpg,0.5202436762,,,,,,,
00012108.jpg,0.3610278529,,,,,,,
00012109.jpg,0.4696965581,,,,,,,
00012111.jpg,0.4778625073,,,,,,,
00012112.jpg,0.4714064915,,,,,,,
00012113.jpg,0.5754984067,,,,,,,
00012115.jpg,0.0786369594,,,,,,,
00012116.jpg,0.4480880097,,,,,,,
00012119.jpg,0.4704020573,,,,,,,
00012120.jpg,0.2609486975,,,,,,,
00012122.jpg,0.0092160454,,,,,,,
00012124.jpg,0.4546543277,,,,,,,
00012125.jpg,0.1568393238,,,,,,,
00012126.jpg,0.3817341275,,,,,,,
00012127.jpg,0.4091137188,,,,,,,
00012129.jpg,0.4515703241,,,,,,,
00012130.jpg,0.3907401416,,,,,,,
00012132.jpg,0.4557492001,,,,,,,
00012133.jpg,0.0186813187,,,,,,,
00012134.jpg,0.0201234719,,,,,,,
00012135.jpg,0.4882229152,,,,,,,
00012137.jpg,0.4653815444,,,,,,,
00012138.jpg,0.4761806345,,,,,,,
00012139.jpg,0.103354389,,,,,,,
00012140.jpg,0.0666793193,,,,,,,
00012142.jpg,0.4738974241,,,,,,,
00012143.jpg,0.4555587893,,,,,,,
00012144.jpg,0.3098094324,,,,,,,
00012146.jpg,0.3661132397,,,,,,,
00012149.jpg,0.4494739383,,,,,,,
00012150.jpg,0.1549271637,,,,,,,
00012152.jpg,0.3141328499,,,,,,,
00012154.jpg,0.1334534095,,,,,,,
00012155.jpg,0.4511331445,,,,,,,
00012157.jpg,0.3736173699,,,,,,,
00012159.jpg,0.0140252454,,,,,,,
00012160.jpg,0.4504478885,,,,,,,
00012161.jpg,0.4553769185,,,,,,,
00012162.jpg,0.1100556829,,,,,,,
00012163.jpg,0.4202604638,,,,,,,
00012164.jpg,0.2779490197,,,,,,,
00012165.jpg,0.0730964467,,,,,,,
00012167.jpg,0.456080302,,,,,,,
00012168.jpg,0.4798160767,,,,,,,
00012169.jpg,0.4607811872,,,,,,,
00012170.jpg,0.1252944956,,,,,,,
00012171.jpg,0.4537028143,,,,,,,
00012172.jpg,0.4371572298,,,,,,,
00012174.jpg,0.4131018073,,,,,,,
00012176.jpg,0.4531603843,,,,,,,
00012179.jpg,0.0180661873,,,,,,,
00012180.jpg,0.2501022176,,,,,,,
00012181.jpg,0.3776727996,,,,,,,
00012184.jpg,0.5545551144,,,,,,,
00012186.jpg,0.4257201848,,,,,,,
00012187.jpg,0.460275686,,,,,,,
00012188.jpg,0.4493498892,,,,,,,
00012189.jpg,0.5387202699,,,,,,,
00012190.jpg,0.5373603221,,,,,,,
00012191.jpg,0.4602228087,,,,,,,
00012193.jpg,0.4752379747,,,,,,,
00012194.jpg,0.3423198536,,,,,,,
00012195.jpg,0.383331906,,,,,,,
00012196.jpg,0.4353895569,,,,,,,
00012197.jpg,0.4844722006,,,,,,,
00012198.jpg,0.2921762547,,,,,,,
00012201.jpg,0.458576654,,,,,,,
00012202.jpg,0.4313392731,,,,,,,
00012203.jpg,0.046611334,,,,,,,
00012205.jpg,0.022943781,,,,,,,
00012206.jpg,0.2484909457,,,,,,,
00012210.jpg,0.4553985171,,,,,,,
00012211.jpg,0.030298346,,,,,,,
00012212.jpg,0.4774193548,,,,,,,
00012215.jpg,0.4720543024,,,,,,,
00012216.jpg,0.4553779891,,,,,,,
00012218.jpg,0.0112942695,,,,,,,
00012219.jpg,0.0555941626,,,,,,,
00012220.jpg,0.2375923242,,,,,,,
00012221.jpg,0.306578403,,,,,,,
00012222.jpg,0.4590467948,,,,,,,
00012224.jpg,0.3000868558,,,,,,,
00012225.jpg,0.3242276746,,,,,,,
00012226.jpg,0.140244872,,,,,,,
00012227.jpg,0.3560965546,,,,,,,
00012228.jpg,0.4076033133,,,,,,,
00012229.jpg,0.4214318592,,,,,,,
00012230.jpg,0.4253073463,,,,,,,
00012231.jpg,0.5561423248,,,,,,,
00012233.jpg,0.3076923077,,,,,,,
00012234.jpg,0.4105087426,,,,,,,
00012235.jpg,0.4962961924,,,,,,,
00012237.jpg,0.4737183647,,,,,,,
00012238.jpg,0.4062059238,,,,,,,
